,NEname,SIG.ConflictPPS,SIG.ConflictPkg,SIG.RecvErrPPS,SIG.RecvErrPkg,SIG.RecvKB,SIG.RecvKBPS,SIG.RecvLoss,SIG.RecvLossPPS,SIG.RecvPPS,SIG.RecvPkg,SIG.SendErrPkg,SIG.SendKB,SIG.SendKBPS,SIG.SendLoss,SIG.SendLossPPS,SIG.SendPPS,SIG.SendPkg,SIG.SenderrPPS,dateTime
110,CQVOLTETAS3BZX_4-6_CSCF,0.00000,0,0.00000,0,58,0.06465,0,0.00000,1034.44444,931000,0,0,0.00000,0,0.00000,0.00000,0,0.00000,20210426004500
111,CQVOLTETAS3BZX_4-5_CSCF,0.00000,0,0.00000,0,146273,162.52559,0,0.00000,423740.00000,381366000,0,144118,160.13114,0,0.00000,354725.55556,319253000,0.00000,20210426004500
112,CQVOLTETAS5BZX_4-6_CSCF,0.00000,0,0.00000,0,562,0.62486,0,0.00000,9997.77778,8998000,0,0,0.00000,0,0.00000,0.00000,0,0.00000,20210426004500
113,CQVOLTETAS5BZX_1-5_BOSS,0.00000,0,0.00000,0,4241,4.71223,0,0.00000,25933.33333,23340000,0,58125,64.58310,0,0.00000,73340.00000,66006000,0.00000,20210426004500
114,CQVOLTETAS5BZX_4-5_CSCF,0.00000,0,0.00000,0,128514,142.79339,0,0.00000,396741.11111,357067000,0,132562,147.29149,0,0.00000,326567.77778,293911000,0.00000,20210426004500
115,CQVOLTETAS5BZX_1-6_BOSS,0.00000,0,0.00000,0,121,0.13439,0,0.00000,2053.33333,1848000,0,0,0.00000,0,0.00000,0.00000,0,0.00000,20210426004500
116,CQVOLTETAS7BZX_3-5_DRA,0.00000,0,0.00000,0,634,0.70396,0,0.00000,11263.33333,10137000,0,0,0.00000,0,0.00000,0.00000,0,0.00000,20210426004500
117,CQVOLTETAS7BZX_3-6_DRA,0.00000,0,0.00000,0,2189868,2433.18695,0,0.00000,2395051.11111,2155546000,0,966729,1074.14377,0,0.00000,1256741.11111,1131067000,0.00000,20210426004500
118,CQVOLTETAS6BZX_4-5_CSCF,0.00000,0,0.00000,0,134135,149.03875,0,0.00000,411986.66667,370788000,0,137556,152.84030,0,0.00000,337714.44444,303943000,0.00000,20210426004500
119,CQVOLTETAS5BZX_3-5_DRA,0.00000,0,0.00000,0,2183159,2425.73266,0,0.00000,2386047.77778,2147443000,0,960392,1067.10212,0,0.00000,1249030.00000,1124127000,0.00000,20210426004500
120,CQVOLTETAS7BZX_1-6_BOSS,0.00000,0,0.00000,0,3562,3.95779,0,0.00000,22320.00000,20088000,0,55618,61.79740,0,0.00000,69031.11111,62128000,0.00000,20210426010000
121,CQVOLTETAS7BZX_4-6_CSCF,0.00000,0,0.00000,0,133174,147.97103,0,0.00000,410581.11111,369523000,0,136847,152.05189,0,0.00000,336504.44444,302854000,0.00000,20210426010000
